Turning_Cut_Depth;Milling_Gear_Depth;Drilling_Surf_Quality;Drill_Pressure;Drilling_Speed;Turning_Rotation_Speed;Turning_Cut_Speed;Milling_Circle_Diameter;Drilling_Diameter;Turning_Shaft_Diameter;class
0.554;0.377;0.332;4.644;29.436;46.963;49.161;0.7;1.778;0.546;Failure
0.544;0.366;0.332;1.986;28.634;47.408;49.144;0.645;1.807;0.542;Failure
0.588;0.38;0.332;3.019;28.709;46.994;49.136;0.656;1.776;0.545;Failure
0.554;0.368;0.332;1.296;30.058;46.663;49.164;0.735;1.751;0.544;Failure
0.582;0.365;0.333;2.353;29.763;46.45;49.127;0.711;1.736;0.544;Failure
0.568;0.36;0.333;4.765;28.464;46.345;49.147;0.629;1.731;0.54;Failure
0.567;0.368;0.332;4.943;31.131;46.528;49.156;0.799;1.752;0.54;Failure
0.582;0.374;0.331;2.09;28.854;46.835;49.145;0.662;1.766;0.548;Failure
0.565;0.364;0.332;4.167;28.32;47.322;49.125;0.622;1.803;0.539;Failure
0.588;0.361;0.331;3.751;29.748;46.885;49.143;0.713;1.772;0.542;Failure
0.569;0.365;0.331;4.088;28.712;46.958;49.169;0.635;1.77;0.543;Failure
0.557;0.364;0.331;1.457;29.3;47.689;49.175;0.673;1.832;0.54;Failure
0.552;0.357;0.332;3.5;27.774;46.961;49.126;0.59;1.77;0.538;Failure
0.592;0.365;0.331;1.897;30.211;47.002;49.156;0.742;1.773;0.541;Failure
0.562;0.376;0.33;3.101;30.287;47.064;49.152;0.742;1.785;0.536;Failure
0.53;0.345;0.331;3.299;29.286;47.031;49.119;0.675;1.78;0.543;Failure
0.551;0.339;0.33;3.476;28.502;47.024;49.171;0.638;1.774;0.536;Failure
0.56;0.364;0.33;3.179;27.926;47.322;49.154;0.602;1.803;0.54;Failure
0.54;0.35;0.331;3.765;27.161;47.361;49.157;0.564;1.81;0.539;Failure
0.561;0.346;0.33;2.009;28.121;47.564;49.133;0.618;1.818;0.537;Failure
0.573;0.345;0.331;4.631;28.997;46.771;49.141;0.667;1.758;0.537;Failure
0.563;0.341;0.33;2.75;27.863;47.044;49.137;0.594;1.781;0.542;Failure
0.561;0.355;0.331;3.571;28.316;46.76;49.164;0.627;1.76;0.538;Failure
0.563;0.346;0.329;3.453;29.153;46.991;49.146;0.674;1.773;0.537;Failure
0.571;0.35;0.331;3.017;28.829;47.591;49.14;0.658;1.825;0.538;Failure
0.561;0.374;0.33;4.955;28.003;47.529;49.164;0.603;1.813;0.537;Failure
0.58;0.353;0.33;3.409;28.307;46.481;49.152;0.63;1.738;0.533;Failure
0.56;0.364;0.33;3.889;28.915;46.685;49.138;0.663;1.751;0.538;Failure
0.605;0.372;0.331;1.398;28.44;46.666;49.16;0.628;1.748;0.534;Failure
0.573;0.348;0.331;4.346;29.392;46.895;49.164;0.697;1.766;0.538;Failure
0.582;0.352;0.331;4.522;26.504;46.509;49.146;0.516;1.741;0.542;Failure
0.604;0.361;0.332;2.213;26.971;47.236;49.145;0.549;1.796;0.536;Failure
0.576;0.375;0.332;1.063;27.465;47.314;49.163;0.564;1.789;0.542;Failure
0.588;0.369;0.332;1.532;28.125;47.81;49.136;0.618;1.842;0.54;Failure
0.572;0.371;0.333;2.217;26.541;46.683;49.164;0.493;1.756;0.541;Failure
0.581;0.365;0.333;1.384;27.991;47.135;49.134;0.607;1.795;0.54;Failure
0.581;0.374;0.333;1.271;27.557;46.509;49.14;0.584;1.743;0.541;Failure
0.582;0.373;0.333;1.334;28.084;47.264;49.145;0.614;1.798;0.544;Failure
0.603;0.375;0.332;3.696;26.961;46.744;49.139;0.554;1.757;0.546;Failure
0.599;0.37;0.333;4.107;27.642;47.04;49.14;0.593;1.779;0.543;Failure
0.592;0.393;0.333;2.131;29.631;47.251;49.138;0.705;1.794;0.54;Failure
0.578;0.359;0.332;2.91;26.498;47.311;49.153;0.506;1.799;0.545;Failure
0.583;0.388;0.333;1.329;27.787;47.649;49.111;0.595;1.82;0.547;Failure
0.595;0.374;0.333;1.417;28.138;46.865;49.133;0.615;1.765;0.538;Failure
0.593;0.378;0.332;1.207;31.002;46.891;49.124;0.793;1.77;0.543;Failure
0.595;0.411;0.332;1.647;28.58;47.538;49.166;0.651;1.819;0.543;Failure
0.589;0.383;0.334;2.188;31.062;47.036;49.139;0.803;1.784;0.542;Failure
0.59;0.382;0.332;2.841;30.379;47.129;49.149;0.746;1.782;0.546;Failure
0.588;0.381;0.333;3.746;27.914;47.077;49.147;0.608;1.782;0.542;Failure
0.58;0.381;0.333;1.148;29.92;47.387;49.134;0.722;1.8;0.545;Failure
0.575;0.38;0.333;3.71;29.035;47.701;49.15;0.659;1.829;0.542;Failure
0.588;0.381;0.335;4.596;29.148;47.753;49.148;0.672;1.832;0.543;Failure
0.596;0.387;0.335;1.915;28.133;47.072;49.14;0.612;1.782;0.541;Failure
0.576;0.363;0.334;4.02;29.412;46.697;49.142;0.681;1.752;0.538;Failure
0.571;0.38;0.334;2.391;31.026;47.409;49.144;0.798;1.807;0.544;Failure
0.565;0.366;0.335;3.543;28.337;47.252;49.158;0.628;1.795;0.541;Failure
0.568;0.359;0.334;4.548;28.948;46.811;49.154;0.66;1.767;0.541;Failure
0.574;0.371;0.335;3.678;29.504;47.076;49.127;0.701;1.783;0.541;Failure
0.578;0.367;0.334;3.869;28.307;46.764;49.145;0.638;1.758;0.545;Failure
0.585;0.369;0.333;4.803;30.396;47.064;49.152;0.76;1.778;0.54;Failure
0.551;0.361;0.334;4.433;29.149;46.803;49.158;0.677;1.768;0.54;Failure
0.556;0.361;0.333;3.632;30.213;46.563;49.127;0.738;1.745;0.544;Failure
0.556;0.367;0.333;4.965;29.991;47.058;49.15;0.73;1.781;0.541;Failure
0.561;0.375;0.333;3.2;29.373;46.854;49.16;0.683;1.765;0.538;Failure
0.553;0.362;0.334;1.87;28.176;47.178;49.144;0.621;1.789;0.54;Failure
0.566;0.365;0.332;4.96;29.266;47.177;49.114;0.683;1.791;0.54;Failure
0.541;0.363;0.335;4.82;29.244;47.414;49.153;0.684;1.809;0.54;Failure
0.562;0.354;0.332;4.337;27.641;47.298;49.149;0.573;1.802;0.541;Failure
0.576;0.363;0.332;1.835;26.882;46.656;49.156;0.542;1.754;0.537;Failure
0.543;0.351;0.334;3.002;29.118;46.809;49.153;0.675;1.761;0.537;Failure
0.559;0.355;0.332;3.564;30.452;47.027;49.126;0.765;1.778;0.543;Failure
0.575;0.35;0.331;2.278;26.688;46.594;49.141;0.527;1.753;0.538;Failure
0.534;0.352;0.333;3.708;27.489;47.435;49.155;0.595;1.809;0.539;Failure
0.572;0.372;0.333;2.867;28.882;46.985;49.144;0.664;1.774;0.537;Failure
0.586;0.359;0.334;2.69;27.431;46.952;49.133;0.567;1.776;0.541;Failure
0.545;0.349;0.333;2.714;28.783;47.334;49.164;0.646;1.798;0.542;Failure
0.549;0.349;0.333;3.869;27.731;47.365;49.15;0.586;1.807;0.542;Failure
0.546;0.361;0.334;4.5;27.07;47.799;49.142;0.546;1.837;0.539;Failure
0.582;0.361;0.333;3.174;26.635;47.584;49.149;0.517;1.824;0.542;Failure
0.563;0.361;0.333;2.392;28.198;47.39;49.147;0.615;1.807;0.538;Failure
0.575;0.369;0.333;2.074;28.588;46.843;49.122;0.648;1.768;0.539;Failure
0.589;0.354;0.334;3.136;27.77;45.898;49.133;0.596;1.697;0.542;Failure
0.567;0.368;0.333;3.641;28.539;47.974;49.144;0.648;1.849;0.541;Failure
0.571;0.366;0.335;1.859;27.481;47.017;49.122;0.551;1.784;0.539;Failure
0.564;0.358;0.333;1.296;28.634;46.042;49.144;0.653;1.703;0.542;Failure
0.544;0.36;0.333;4.687;29.35;47.165;49.151;0.685;1.792;0.538;Failure
0.564;0.375;0.334;2.484;27.873;47.83;49.136;0.6;1.839;0.543;Failure
0.582;0.363;0.333;4.23;29.245;46.9;49.153;0.68;1.767;0.539;Failure
0.574;0.356;0.334;3.063;29.342;47.115;49.13;0.681;1.791;0.539;Failure
0.579;0.36;0.335;3.84;27.083;47.475;49.106;0.547;1.814;0.544;Failure
0.548;0.351;0.333;2.433;29.482;46.425;49.166;0.706;1.743;0.541;Failure
0.586;0.337;0.333;3.088;28.514;47.013;49.121;0.645;1.769;0.542;Failure
0.553;0.351;0.334;1.338;28.479;46.881;49.164;0.648;1.763;0.544;Failure
0.55;0.342;0.334;4.128;29.569;47.391;49.14;0.7;1.808;0.538;Failure
0.543;0.327;0.332;2.674;28.279;46.93;49.131;0.621;1.765;0.533;Failure
0.558;0.344;0.334;1.707;28.122;47.317;49.167;0.613;1.807;0.539;Failure
0.539;0.334;0.332;4.149;28.985;46.752;49.165;0.667;1.763;0.538;Failure
0.536;0.337;0.333;4.513;30.484;46.878;49.145;0.756;1.775;0.54;Failure
0.557;0.344;0.332;2.518;27.939;47.081;49.159;0.595;1.785;0.539;Failure
0.569;0.331;0.333;3.744;27.559;46.229;49.158;0.582;1.725;0.532;Failure
0.56;0.335;0.334;3.468;29.468;46.844;49.13;0.707;1.767;0.536;Failure
0.536;0.316;0.332;1.763;28.973;47.755;49.173;0.669;1.829;0.538;Failure
0.549;0.338;0.333;2.29;28.908;47.474;49.149;0.665;1.813;0.535;Failure
0.552;0.342;0.332;2.748;30.525;46.843;49.137;0.76;1.768;0.537;Failure
0.545;0.337;0.332;4.933;28.879;46.485;49.166;0.663;1.742;0.539;Failure
0.523;0.314;0.332;1.599;28.122;46.779;49.148;0.61;1.762;0.536;Failure
0.544;0.316;0.332;3.731;29.077;46.941;49.166;0.679;1.776;0.536;Failure
0.553;0.329;0.333;4.397;29.024;46.835;49.168;0.675;1.765;0.537;Failure
0.531;0.327;0.332;2.322;28.024;46.543;49.155;0.608;1.741;0.536;Failure
0.558;0.322;0.331;3.94;28.059;46.345;49.128;0.608;1.732;0.53;Failure
0.541;0.312;0.331;1.71;26.506;46.908;49.148;0.513;1.772;0.536;Failure
0.548;0.297;0.331;4.697;27.964;46.602;49.167;0.597;1.75;0.531;Failure
0.541;0.304;0.332;4.106;28.394;46.731;49.152;0.632;1.759;0.537;Failure
0.54;0.295;0.33;3.296;27.649;46.178;49.164;0.585;1.714;0.533;Failure
0.528;0.295;0.33;4.584;28.727;46.645;49.139;0.655;1.749;0.535;Failure
0.534;0.304;0.33;4.093;27.798;46.481;49.14;0.579;1.737;0.532;Failure
0.527;0.287;0.33;2.13;28.442;46.552;49.152;0.642;1.74;0.53;Failure
0.522;0.295;0.33;3.511;27.565;46.155;49.163;0.567;1.715;0.533;Failure
0.524;0.29;0.329;1.408;29.413;46.322;49.134;0.694;1.728;0.532;Failure
0.55;0.29;0.329;4.843;30.263;45.787;49.16;0.747;1.691;0.532;Failure
0.512;0.28;0.329;3.848;28.173;46.34;49.147;0.619;1.73;0.528;Failure
0.531;0.3;0.33;1.518;27.987;46.742;49.152;0.601;1.77;0.532;Failure
0.521;0.298;0.33;4.085;30.211;46.664;49.17;0.74;1.75;0.532;Failure
0.548;0.29;0.329;4.321;27.703;46.89;49.166;0.589;1.769;0.529;Failure
0.522;0.283;0.329;4.41;26.959;46.485;49.101;0.546;1.741;0.534;Failure
0.531;0.289;0.329;2.482;28.627;46.207;49.18;0.647;1.719;0.532;Failure
0.549;0.3;0.33;3.259;28.634;46.413;49.162;0.642;1.735;0.532;Failure
0.524;0.296;0.33;1.594;29.174;46.017;49.152;0.681;1.704;0.528;Failure
0.528;0.294;0.33;4.21;28.041;46.114;49.167;0.608;1.711;0.525;Failure
0.519;0.294;0.329;4.184;28.056;45.88;49.18;0.609;1.699;0.528;Failure
0.501;0.308;0.331;2.686;27.505;46.09;49.165;0.573;1.712;0.526;Failure
0.528;0.279;0.33;1.673;27.691;46.941;49.153;0.587;1.775;0.527;Failure
0.533;0.29;0.331;3.95;27.732;47.003;49.181;0.58;1.774;0.528;Failure
0.534;0.305;0.331;1.341;28.239;46.306;49.112;0.621;1.726;0.534;Failure
0.544;0.288;0.33;5.0;27.159;46.109;49.162;0.574;1.712;0.532;Failure
0.547;0.314;0.331;4.21;26.986;46.684;49.147;0.547;1.755;0.532;Failure
0.527;0.284;0.33;2.945;27.697;45.773;49.149;0.586;1.69;0.534;Failure
0.557;0.299;0.331;2.959;27.05;46.123;49.187;0.551;1.718;0.536;Failure
0.55;0.307;0.33;1.375;27.106;46.083;49.163;0.547;1.708;0.53;Failure
0.524;0.291;0.331;4.106;28.759;46.403;49.164;0.641;1.734;0.531;Failure
0.542;0.292;0.331;4.371;27.726;45.775;49.167;0.607;1.693;0.529;Failure
0.522;0.293;0.331;3.207;27.616;45.942;49.12;0.575;1.692;0.536;Failure
0.512;0.3;0.331;1.262;27.011;46.485;49.147;0.542;1.739;0.529;Failure
0.517;0.297;0.331;4.975;27.508;46.341;49.167;0.588;1.729;0.529;Failure
0.538;0.309;0.332;2.026;26.365;46.898;49.164;0.498;1.771;0.532;Failure
0.499;0.306;0.333;3.574;28.113;46.162;49.153;0.61;1.718;0.532;Failure
0.526;0.311;0.331;1.291;27.711;46.397;49.148;0.594;1.734;0.532;Failure
0.532;0.306;0.332;4.574;28.406;46.747;49.138;0.629;1.756;0.533;Failure
0.537;0.317;0.329;4.458;29.205;46.119;49.158;0.675;1.711;0.529;Failure
0.552;0.302;0.331;3.191;27.466;45.753;49.185;0.572;1.686;0.531;Failure
0.525;0.289;0.331;2.944;28.918;45.863;49.164;0.666;1.696;0.528;Failure
0.548;0.312;0.332;2.309;28.56;45.835;49.113;0.662;1.692;0.534;Failure
0.527;0.293;0.33;2.467;27.721;45.777;49.161;0.59;1.688;0.531;Failure
0.537;0.298;0.329;2.77;26.725;45.932;49.164;0.53;1.694;0.529;Failure
0.514;0.302;0.331;2.356;27.675;46.378;49.115;0.571;1.731;0.533;Failure
0.523;0.286;0.329;4.836;26.858;45.94;49.143;0.535;1.703;0.529;Failure
0.517;0.289;0.329;3.308;29.324;46.361;49.187;0.682;1.74;0.529;Failure
0.516;0.296;0.331;3.555;28.479;46.529;49.164;0.65;1.744;0.535;Failure
0.528;0.292;0.329;4.67;28.408;46.738;49.168;0.639;1.752;0.525;Failure
0.515;0.277;0.33;2.954;29.953;46.796;49.161;0.712;1.763;0.527;Failure
0.519;0.283;0.331;3.014;28.313;46.487;49.156;0.627;1.74;0.525;Failure
0.512;0.287;0.33;1.564;28.834;46.343;49.166;0.657;1.713;0.529;Failure
0.534;0.285;0.331;4.13;28.683;46.302;49.143;0.644;1.727;0.529;Failure
0.54;0.292;0.328;1.391;29.125;45.998;49.171;0.683;1.706;0.528;Failure
0.54;0.278;0.329;2.134;29.674;46.358;49.19;0.692;1.732;0.531;Failure
0.51;0.278;0.328;4.362;29.18;46.333;49.136;0.675;1.732;0.524;Failure
0.56;0.277;0.329;1.275;29.617;45.45;49.167;0.706;1.661;0.532;Failure
0.543;0.264;0.326;3.519;27.508;46.62;49.185;0.574;1.748;0.526;Failure
0.541;0.266;0.328;1.604;27.261;45.862;49.138;0.565;1.695;0.524;Failure
0.527;0.268;0.326;3.76;28.873;45.992;49.154;0.666;1.71;0.526;Failure
0.555;0.281;0.327;3.274;28.86;45.82;49.17;0.668;1.686;0.523;Failure
0.532;0.284;0.327;3.58;27.04;46.641;49.158;0.548;1.746;0.528;Failure
0.548;0.261;0.327;3.781;27.552;46.05;49.164;0.589;1.712;0.526;Failure
0.54;0.275;0.328;4.589;28.975;45.774;49.177;0.642;1.688;0.523;Failure
0.547;0.269;0.327;2.336;28.319;45.798;49.127;0.631;1.694;0.527;Failure
0.545;0.268;0.327;4.449;27.55;46.125;49.156;0.577;1.707;0.528;Failure
0.537;0.256;0.328;3.449;28.057;46.322;49.16;0.602;1.726;0.527;Failure
0.545;0.268;0.327;1.863;27.39;47.124;49.17;0.572;1.79;0.528;Failure
0.536;0.275;0.327;2.561;28.274;46.723;49.164;0.627;1.756;0.526;Failure
0.538;0.259;0.328;3.983;28.144;46.488;49.123;0.616;1.743;0.532;Failure
0.548;0.276;0.328;3.414;27.053;46.091;49.183;0.551;1.712;0.526;Failure
0.549;0.274;0.328;4.326;27.058;46.205;49.161;0.571;1.711;0.525;Failure
0.565;0.282;0.328;1.583;27.76;45.907;49.165;0.588;1.702;0.528;Failure
0.567;0.278;0.327;3.995;28.469;45.401;49.201;0.627;1.648;0.532;Failure
0.573;0.277;0.328;2.237;28.48;46.45;49.168;0.634;1.741;0.529;Failure
0.551;0.272;0.33;2.076;28.287;45.671;49.172;0.629;1.685;0.529;Failure
0.512;0.266;0.33;3.635;28.415;45.79;49.157;0.641;1.687;0.53;Failure
0.563;0.274;0.329;4.479;26.795;45.0;49.167;0.574;1.627;0.529;Failure
0.545;0.272;0.33;1.029;27.733;45.381;49.171;0.585;1.653;0.524;Failure
0.537;0.274;0.33;2.796;27.651;46.331;49.165;0.6;1.728;0.527;Failure
0.545;0.272;0.33;4.863;28.709;46.144;49.155;0.661;1.718;0.526;Failure
0.533;0.271;0.33;1.825;27.688;46.234;49.153;0.588;1.727;0.526;Failure
0.504;0.276;0.332;1.268;28.776;46.207;49.164;0.652;1.721;0.527;Failure
0.51;0.273;0.331;1.133;27.542;46.382;49.162;0.572;1.733;0.524;Failure
0.492;0.26;0.331;4.963;27.898;45.995;49.14;0.6;1.704;0.53;Failure
0.527;0.284;0.331;3.302;28.851;46.022;49.184;0.67;1.707;0.53;Failure
0.519;0.284;0.33;2.814;29.334;46.057;49.158;0.706;1.723;0.528;Failure
0.536;0.281;0.331;4.48;29.128;46.487;49.144;0.678;1.742;0.527;Failure
0.528;0.273;0.331;4.646;28.523;45.902;49.138;0.643;1.697;0.526;Failure
0.519;0.28;0.33;4.077;29.452;46.015;49.171;0.698;1.707;0.526;Failure
0.558;0.28;0.329;2.545;28.966;46.436;49.183;0.661;1.716;0.529;Failure
0.529;0.265;0.329;2.35;30.008;45.556;49.172;0.725;1.672;0.53;Failure
0.526;0.269;0.328;2.542;28.919;46.294;49.129;0.683;1.722;0.534;Failure
0.524;0.273;0.329;3.007;29.239;46.264;49.173;0.671;1.723;0.527;Failure
0.517;0.273;0.328;3.347;28.568;46.437;49.173;0.644;1.733;0.527;Failure
0.524;0.269;0.328;4.84;28.624;46.88;49.137;0.639;1.771;0.525;Failure
0.551;0.271;0.328;1.514;27.266;46.103;49.156;0.569;1.705;0.526;Failure
0.495;0.265;0.33;1.991;28.226;47.193;49.181;0.627;1.798;0.527;Failure
0.563;0.276;0.328;4.677;29.464;46.522;49.16;0.689;1.744;0.526;Failure
0.538;0.267;0.328;1.261;28.692;46.788;49.172;0.645;1.761;0.527;Failure
0.537;0.281;0.329;1.734;29.747;46.529;49.172;0.729;1.745;0.528;Failure
0.53;0.251;0.33;4.901;29.53;46.581;49.152;0.711;1.745;0.527;Failure
0.527;0.26;0.329;4.611;30.715;47.266;49.165;0.77;1.791;0.529;Failure
0.559;0.269;0.328;3.228;29.018;46.794;49.117;0.67;1.767;0.53;Failure
0.565;0.274;0.328;1.048;29.421;46.944;49.136;0.69;1.775;0.53;Failure
0.549;0.269;0.328;4.928;29.033;46.97;49.139;0.678;1.775;0.527;Failure
0.549;0.273;0.328;2.394;29.644;46.662;49.165;0.724;1.765;0.524;Failure
0.551;0.261;0.328;4.475;30.327;45.788;49.167;0.745;1.695;0.528;Failure
0.535;0.262;0.328;3.925;29.37;46.463;49.171;0.687;1.735;0.527;Failure
0.544;0.27;0.328;3.619;30.587;46.394;49.157;0.783;1.728;0.529;Failure
0.545;0.273;0.328;1.324;30.617;46.222;49.141;0.76;1.724;0.524;Failure
0.572;0.267;0.328;3.405;30.309;46.835;49.129;0.746;1.763;0.526;Failure
0.545;0.257;0.326;4.509;29.602;46.728;49.165;0.717;1.759;0.526;Failure
0.581;0.274;0.327;2.291;29.31;47.305;49.147;0.691;1.801;0.522;Failure
0.573;0.278;0.327;4.947;31.013;46.277;49.158;0.794;1.722;0.527;Failure
0.548;0.254;0.326;1.579;28.645;46.188;49.183;0.641;1.708;0.523;Failure
0.569;0.287;0.327;2.799;28.787;46.768;49.141;0.646;1.762;0.528;Failure
0.565;0.278;0.327;4.621;28.776;46.469;49.164;0.667;1.735;0.527;Failure
0.557;0.269;0.327;1.724;28.94;46.681;49.157;0.667;1.755;0.524;Failure
0.572;0.277;0.327;2.901;28.376;46.066;49.139;0.639;1.709;0.526;Failure
0.611;0.284;0.327;1.926;26.608;46.283;49.146;0.515;1.724;0.531;Failure
0.621;0.285;0.327;1.168;29.298;46.13;49.166;0.672;1.709;0.526;Failure
0.562;0.269;0.329;2.924;28.326;45.775;49.129;0.638;1.685;0.529;Failure
0.575;0.257;0.327;2.303;26.754;45.852;49.149;0.539;1.692;0.527;Failure
0.581;0.284;0.328;4.095;28.398;46.352;49.154;0.625;1.73;0.524;Failure
0.559;0.267;0.328;4.664;28.424;46.347;49.173;0.633;1.736;0.525;Failure
0.562;0.273;0.328;4.404;28.285;45.671;49.173;0.621;1.677;0.527;Failure
0.554;0.275;0.329;2.18;28.963;46.076;49.166;0.675;1.709;0.524;Failure
0.588;0.274;0.328;1.054;27.494;46.51;49.152;0.592;1.733;0.524;Failure
0.586;0.271;0.331;4.327;28.656;46.383;49.135;0.634;1.728;0.529;Failure
0.546;0.285;0.331;3.707;28.75;46.98;49.158;0.646;1.775;0.525;Failure
0.556;0.275;0.33;1.362;28.135;46.647;49.151;0.618;1.75;0.523;Failure
0.548;0.284;0.332;1.649;27.478;46.34;49.15;0.572;1.739;0.524;Failure
0.551;0.267;0.331;2.586;27.911;45.906;49.157;0.599;1.698;0.528;Failure
0.534;0.265;0.33;2.038;28.774;45.642;49.153;0.655;1.682;0.525;Failure
0.519;0.263;0.331;3.929;28.699;45.961;49.16;0.641;1.694;0.524;Failure
0.557;0.267;0.332;3.459;28.144;46.415;49.115;0.614;1.728;0.532;Failure
0.535;0.27;0.33;4.175;27.745;46.629;49.157;0.591;1.748;0.529;Failure
0.525;0.279;0.331;2.483;28.909;46.626;49.174;0.66;1.748;0.526;Failure
0.538;0.268;0.331;3.808;27.74;47.001;49.163;0.594;1.775;0.527;Failure
0.516;0.282;0.33;2.962;27.766;46.953;49.165;0.593;1.778;0.533;Failure
0.559;0.274;0.331;1.042;27.037;46.631;49.15;0.537;1.753;0.53;Failure
0.543;0.267;0.331;1.352;28.256;45.931;49.154;0.613;1.697;0.529;Failure
0.53;0.261;0.33;2.53;28.291;46.563;49.162;0.622;1.743;0.525;Failure
0.507;0.263;0.331;3.312;28.414;46.055;49.15;0.647;1.698;0.528;Failure
0.508;0.265;0.331;4.646;30.039;46.573;49.162;0.734;1.749;0.526;Failure
0.525;0.264;0.33;3.992;29.185;46.532;49.165;0.666;1.735;0.531;Failure
0.529;0.277;0.331;4.666;28.74;46.102;49.16;0.651;1.714;0.526;Failure
0.548;0.26;0.329;2.044;29.32;46.279;49.151;0.693;1.726;0.527;Failure
0.545;0.256;0.331;1.365;28.412;46.862;49.16;0.643;1.774;0.527;Failure
0.551;0.271;0.33;3.901;28.634;46.27;49.179;0.649;1.725;0.529;Failure
0.548;0.284;0.33;4.993;28.104;45.611;49.169;0.616;1.684;0.527;Failure
0.548;0.261;0.329;3.535;28.352;46.455;49.163;0.629;1.735;0.525;Failure
0.543;0.263;0.329;3.278;28.447;46.122;49.149;0.637;1.714;0.529;Failure
0.572;0.267;0.329;3.497;28.641;46.635;49.151;0.65;1.752;0.526;Failure
0.55;0.265;0.33;2.184;28.208;45.973;49.161;0.621;1.692;0.525;Failure
0.556;0.255;0.33;4.69;28.03;46.405;49.164;0.615;1.735;0.527;Failure
0.561;0.27;0.329;1.275;28.937;46.699;49.16;0.66;1.758;0.524;Failure
0.565;0.265;0.33;2.226;30.558;45.751;49.164;0.775;1.69;0.527;Failure
0.58;0.264;0.329;2.202;29.563;45.802;49.178;0.7;1.679;0.526;Failure
0.581;0.266;0.329;2.378;30.285;45.968;49.157;0.74;1.705;0.522;Failure
0.601;0.266;0.328;4.978;29.042;45.864;49.153;0.68;1.697;0.525;Failure
0.577;0.268;0.329;4.686;27.896;45.202;49.156;0.594;1.646;0.526;Failure
0.574;0.274;0.328;3.024;26.673;46.053;49.162;0.539;1.708;0.524;Failure
0.571;0.266;0.329;3.188;28.759;45.892;49.171;0.658;1.691;0.527;Failure
0.577;0.289;0.33;1.82;29.109;45.442;49.148;0.682;1.659;0.529;Failure
0.578;0.265;0.33;2.993;27.701;45.282;49.149;0.595;1.653;0.528;Failure
0.569;0.277;0.33;2.832;29.53;46.103;49.161;0.704;1.708;0.525;Failure
0.57;0.263;0.329;3.056;28.948;45.795;49.112;0.673;1.69;0.53;Failure
0.558;0.27;0.33;1.851;28.039;46.225;49.173;0.6;1.715;0.528;Failure
0.569;0.292;0.332;1.2;27.644;46.222;49.161;0.584;1.718;0.523;Failure
0.541;0.284;0.332;2.647;27.718;46.645;49.113;0.605;1.749;0.53;Failure
0.569;0.281;0.332;4.444;27.841;47.686;49.159;0.587;1.828;0.526;Failure
0.557;0.279;0.331;3.366;27.392;46.306;49.161;0.571;1.727;0.528;Failure
0.55;0.281;0.332;1.618;27.408;46.456;49.129;0.576;1.74;0.531;Failure
0.554;0.275;0.332;1.644;27.126;46.353;49.166;0.56;1.732;0.529;Failure
0.565;0.27;0.333;2.342;24.548;46.522;49.181;0.4;1.743;0.528;Failure
0.563;0.277;0.335;1.858;26.103;46.882;49.198;0.485;1.785;0.53;Failure
0.538;0.266;0.333;4.688;27.705;47.036;49.118;0.599;1.781;0.529;Failure
0.533;0.286;0.333;4.407;28.672;46.408;49.16;0.648;1.737;0.525;Failure
0.534;0.274;0.333;2.341;28.508;46.842;49.189;0.629;1.771;0.529;Failure
0.525;0.272;0.332;1.333;28.937;46.647;49.162;0.667;1.749;0.528;Failure
0.551;0.268;0.335;2.755;27.392;46.753;49.174;0.573;1.756;0.528;Failure
0.532;0.28;0.335;4.903;27.748;46.469;49.18;0.591;1.737;0.524;Failure
0.526;0.285;0.334;1.268;28.589;47.094;49.146;0.635;1.782;0.525;Failure
0.528;0.281;0.334;3.075;29.37;46.522;49.138;0.672;1.742;0.524;Failure
0.524;0.28;0.334;2.608;28.094;46.003;49.158;0.621;1.707;0.529;Failure
0.52;0.285;0.335;2.748;28.02;46.641;49.167;0.61;1.75;0.532;Failure
0.539;0.294;0.334;4.115;29.44;46.835;49.173;0.708;1.764;0.532;Failure
0.566;0.271;0.335;1.67;28.412;46.413;49.158;0.647;1.73;0.528;Failure
0.516;0.275;0.334;3.425;26.952;45.506;49.179;0.54;1.666;0.53;Failure
0.522;0.272;0.334;2.239;28.88;46.257;49.154;0.656;1.719;0.53;Failure
0.522;0.279;0.335;1.56;27.191;46.632;49.173;0.552;1.755;0.529;Failure
0.548;0.271;0.333;2.297;28.93;46.22;49.191;0.679;1.721;0.529;Failure
0.532;0.279;0.334;3.297;30.6;46.736;49.157;0.755;1.759;0.529;Failure
0.527;0.279;0.332;1.529;28.959;46.357;49.168;0.66;1.729;0.526;Failure
0.538;0.279;0.333;2.599;28.709;46.694;49.17;0.67;1.758;0.528;Failure
0.536;0.262;0.333;2.837;29.031;46.011;49.177;0.663;1.701;0.532;Failure
0.532;0.271;0.332;4.562;28.22;46.055;49.161;0.623;1.7;0.53;Failure
0.554;0.262;0.333;2.904;27.459;46.643;49.152;0.585;1.75;0.529;Failure
0.539;0.273;0.331;3.404;29.752;46.212;49.162;0.708;1.714;0.522;Failure
0.542;0.256;0.332;3.527;27.845;45.87;49.156;0.578;1.7;0.528;Failure
0.54;0.268;0.332;2.363;27.018;46.69;49.16;0.549;1.746;0.531;Failure
0.539;0.276;0.332;4.64;27.42;46.71;49.184;0.568;1.754;0.529;Failure
0.568;0.264;0.331;4.448;28.784;45.808;49.162;0.662;1.688;0.529;Failure
